scope,model_1,model_2,b,c,p_raw,p_adj_bh,significant
HR,bert__HR100-AIR0-HF100-AIF0__15,bert__HR67-AIR33-HF67-AIF33__2,1,0,1.0,1.0,False
AI-R,bert__HR100-AIR0-HF100-AIF0__15,bert__HR67-AIR33-HF67-AIF33__2,2,8,0.109375,0.177929,False
HF,bert__HR100-AIR0-HF100-AIF0__15,bert__HR67-AIR33-HF67-AIF33__2,2,2,1.0,1.0,False
AI-F,bert__HR100-AIR0-HF100-AIF0__15,bert__HR67-AIR33-HF67-AIF33__2,0,31,0.0,0.0,True
overall,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF0-AIF100__13,63,41,0.039473,0.068959,False
HR,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF0-AIF100__13,0,5,0.0625,0.104728,False
AI-R,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF0-AIF100__13,10,6,0.454498,0.612095,False
HF,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF0-AIF100__13,53,0,0.0,0.0,True
AI-F,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF0-AIF100__13,0,30,0.0,1e-06,True
overall,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF100-AIF0__15,26,33,0.434724,0.59467,False
HR,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF100-AIF0__15,2,1,1.0,1.0,False
AI-R,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF100-AIF0__15,19,1,4e-05,0.000123,True
HF,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF100-AIF0__15,5,4,1.0,1.0,False
AI-F,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF100-AIF0__15,0,27,1e-06,2e-06,True
overall,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF33-AIF67__11,49,38,0.283669,0.404048,False
HR,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF33-AIF67__11,1,3,0.625,0.778565,False
AI-R,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF33-AIF67__11,23,5,0.001315,0.003196,True
HF,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF33-AIF67__11,25,0,2e-06,6e-06,True
AI-F,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF33-AIF67__11,0,30,0.0,1e-06,True
overall,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF50-AIF50__12,52,32,0.038166,0.067764,False
HR,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF50-AIF50__12,5,1,0.21875,0.329033,False
AI-R,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF50-AIF50__12,36,0,0.0,0.0,True
HF,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF50-AIF50__12,11,0,0.000977,0.002384,True
AI-F,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF50-AIF50__12,0,31,0.0,0.0,True
overall,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF67-AIF33__14,28,38,0.267938,0.382392,False
HR,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF67-AIF33__14,1,5,0.21875,0.329033,False
AI-R,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF67-AIF33__14,20,2,0.000121,0.000344,True
HF,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF67-AIF33__14,7,1,0.070312,0.116296,False
AI-F,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR100-AIR0-HF67-AIF33__14,0,30,0.0,1e-06,True
overall,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF0-AIF100__6,70,45,0.02522,0.046884,True
HR,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF0-AIF100__6,0,5,0.0625,0.104728,False
AI-R,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF0-AIF100__6,1,11,0.006348,0.013456,True
HF,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF0-AIF100__6,68,0,0.0,0.0,True
AI-F,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF0-AIF100__6,1,29,1e-06,3e-06,True
overall,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF100-AIF0__8,69,14,0.0,0.0,True
HR,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF100-AIF0__8,3,1,0.625,0.778565,False
AI-R,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF100-AIF0__8,2,11,0.022461,0.041862,True
HF,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF100-AIF0__8,13,2,0.007385,0.015386,True
AI-F,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF100-AIF0__8,51,0,0.0,0.0,True
overall,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF100-AIF0__9,69,14,0.0,0.0,True
HR,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF100-AIF0__9,3,1,0.625,0.778565,False
AI-R,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF100-AIF0__9,2,11,0.022461,0.041862,True
HF,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF100-AIF0__9,13,2,0.007385,0.015386,True
AI-F,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF100-AIF0__9,51,0,0.0,0.0,True
overall,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF33-AIF67__6,30,40,0.282059,0.402017,False
HR,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF33-AIF67__6,5,2,0.453125,0.611761,False
AI-R,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF33-AIF67__6,12,5,0.143463,0.224807,False
HF,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF33-AIF67__6,13,2,0.007385,0.015386,True
AI-F,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF33-AIF67__6,0,31,0.0,0.0,True
overall,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF50-AIF50__7,20,49,0.000749,0.001878,True
HR,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF50-AIF50__7,5,5,1.0,1.0,False
AI-R,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF50-AIF50__7,1,11,0.006348,0.013456,True
HF,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF50-AIF50__7,14,3,0.012726,0.0253,True
AI-F,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR50-AIR50-HF50-AIF50__7,0,30,0.0,1e-06,True
overall,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF0-AIF100__4,68,45,0.038491,0.068266,False
HR,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF0-AIF100__4,0,5,0.0625,0.104728,False
AI-R,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF0-AIF100__4,3,11,0.057373,0.098645,False
HF,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF0-AIF100__4,65,0,0.0,0.0,True
AI-F,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF0-AIF100__4,0,29,0.0,1e-06,True
overall,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF100-AIF0__10,68,18,0.0,1e-06,True
HR,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF100-AIF0__10,3,1,0.625,0.778565,False
AI-R,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF100-AIF0__10,8,6,0.790527,0.952575,False
HF,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF100-AIF0__10,20,0,2e-06,7e-06,True
AI-F,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF100-AIF0__10,37,11,0.000308,0.000817,True
overall,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF33-AIF67__4,23,40,0.04382,0.076307,False
HR,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF33-AIF67__4,0,3,0.25,0.357966,False
AI-R,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF33-AIF67__4,2,8,0.109375,0.177929,False
HF,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF33-AIF67__4,20,0,2e-06,7e-06,True
AI-F,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF33-AIF67__4,1,29,1e-06,3e-06,True
overall,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF50-AIF50__4,18,40,0.005826,0.012646,True
HR,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF50-AIF50__4,4,1,0.375,0.516873,False
AI-R,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF50-AIF50__4,6,6,1.0,1.0,False
HF,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF50-AIF50__4,8,3,0.226562,0.337979,False
AI-F,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF50-AIF50__4,0,30,0.0,1e-06,True
overall,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF67-AIF33__3,28,38,0.267938,0.382392,False
HR,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF67-AIF33__3,0,2,0.5,0.648479,False
AI-R,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF67-AIF33__3,2,7,0.179688,0.27542,False
HF,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF67-AIF33__3,26,0,1e-06,4e-06,True
AI-F,bert__HR100-AIR0-HF100-AIF0__15,distilbert__HR67-AIR33-HF67-AIF33__3,0,29,0.0,1e-06,True
overall,bert__HR100-AIR0-HF33-AIF67__11,bert__HR100-AIR0-HF50-AIF50__12,22,27,0.567709,0.727189,False
HR,bert__HR100-AIR0-HF33-AIF67__11,bert__HR100-AIR0-HF50-AIF50__12,1,0,1.0,1.0,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,bert__HR100-AIR0-HF50-AIF50__12,21,2,6.6e-05,0.000193,True
HF,bert__HR100-AIR0-HF33-AIF67__11,bert__HR100-AIR0-HF50-AIF50__12,0,24,0.0,1e-06,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,bert__HR100-AIR0-HF50-AIF50__12,0,1,1.0,1.0,False
overall,bert__HR100-AIR0-HF33-AIF67__11,bert__HR100-AIR0-HF67-AIF33__14,12,33,0.002869,0.006576,True
HR,bert__HR100-AIR0-HF33-AIF67__11,bert__HR100-AIR0-HF67-AIF33__14,0,0,1.0,1.0,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,bert__HR100-AIR0-HF67-AIF33__14,12,3,0.035156,0.062574,False
HF,bert__HR100-AIR0-HF33-AIF67__11,bert__HR100-AIR0-HF67-AIF33__14,0,30,0.0,1e-06,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,bert__HR100-AIR0-HF67-AIF33__14,0,0,1.0,1.0,False
overall,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF0-AIF100__5,38,8,1.9e-05,6.1e-05,True
HR,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF0-AIF100__5,0,1,1.0,1.0,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF0-AIF100__5,0,7,0.015625,0.030155,True
HF,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF0-AIF100__5,38,0,0.0,0.0,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF0-AIF100__5,0,0,1.0,1.0,False
overall,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF100-AIF0__8,77,44,0.003625,0.008153,True
HR,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF100-AIF0__8,17,0,1.5e-05,4.9e-05,True
AI-R,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF100-AIF0__8,8,3,0.226562,0.337979,False
HF,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF100-AIF0__8,0,41,0.0,0.0,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF100-AIF0__8,52,0,0.0,0.0,True
overall,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF100-AIF0__9,77,44,0.003625,0.008153,True
HR,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF100-AIF0__9,17,0,1.5e-05,4.9e-05,True
AI-R,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF100-AIF0__9,8,3,0.226562,0.337979,False
HF,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF100-AIF0__9,0,41,0.0,0.0,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF100-AIF0__9,52,0,0.0,0.0,True
overall,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF33-AIF67__5,10,39,6.3e-05,0.000185,True
HR,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF33-AIF67__5,3,1,0.625,0.778565,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF33-AIF67__5,7,4,0.548828,0.703833,False
HF,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF33-AIF67__5,0,33,0.0,0.0,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF33-AIF67__5,0,1,1.0,1.0,False
overall,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF50-AIF50__7,9,33,0.000387,0.001007,True
HR,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF50-AIF50__7,3,1,0.625,0.778565,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF50-AIF50__7,2,4,0.6875,0.846723,False
HF,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF50-AIF50__7,1,27,2e-06,9e-06,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,bert__HR50-AIR50-HF50-AIF50__7,3,1,0.625,0.778565,False
overall,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF0-AIF100__3,40,8,8e-06,2.6e-05,True
HR,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF0-AIF100__3,0,1,1.0,1.0,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF0-AIF100__3,2,7,0.179688,0.27542,False
HF,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF0-AIF100__3,38,0,0.0,0.0,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF0-AIF100__3,0,0,1.0,1.0,False
overall,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF100-AIF0__10,70,44,0.019208,0.036781,True
HR,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF100-AIF0__10,17,0,1.5e-05,4.9e-05,True
AI-R,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF100-AIF0__10,11,3,0.057373,0.098645,False
HF,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF100-AIF0__10,0,41,0.0,0.0,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF100-AIF0__10,42,0,0.0,0.0,True
overall,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF33-AIF67__1,9,25,0.010097,0.020448,True
HR,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF33-AIF67__1,3,0,0.25,0.357966,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF33-AIF67__1,4,5,1.0,1.0,False
HF,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF33-AIF67__1,2,20,0.000121,0.000344,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF33-AIF67__1,0,0,1.0,1.0,False
overall,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF50-AIF50__1,4,32,7e-06,2.4e-05,True
HR,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF50-AIF50__1,1,0,1.0,1.0,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF50-AIF50__1,3,4,1.0,1.0,False
HF,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF50-AIF50__1,0,28,0.0,1e-06,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF50-AIF50__1,0,0,1.0,1.0,False
overall,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF67-AIF33__2,8,39,1.2e-05,4.1e-05,True
HR,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF67-AIF33__2,5,0,0.0625,0.104728,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF67-AIF33__2,3,3,1.0,1.0,False
HF,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF67-AIF33__2,0,35,0.0,0.0,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,bert__HR67-AIR33-HF67-AIF33__2,0,1,1.0,1.0,False
overall,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF0-AIF100__13,28,1,1e-06,5e-06,True
HR,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF0-AIF100__13,0,1,1.0,1.0,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF0-AIF100__13,10,0,0.001953,0.004602,True
HF,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF0-AIF100__13,18,0,8e-06,2.6e-05,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF0-AIF100__13,0,0,1.0,1.0,False
overall,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF100-AIF0__15,33,35,0.903479,1.0,False
HR,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF100-AIF0__15,5,0,0.0625,0.104728,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF100-AIF0__15,25,1,6e-06,2.3e-05,True
HF,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF100-AIF0__15,0,34,0.0,0.0,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF100-AIF0__15,3,0,0.25,0.357966,False
overall,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF33-AIF67__11,27,11,0.014961,0.029555,True
HR,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF33-AIF67__11,2,0,0.5,0.648479,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF33-AIF67__11,24,0,0.0,1e-06,True
HF,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF33-AIF67__11,1,11,0.006348,0.013456,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF33-AIF67__11,0,0,1.0,1.0,False
overall,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF50-AIF50__12,50,25,0.005584,0.012144,True
HR,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF50-AIF50__12,8,0,0.007812,0.01591,True
AI-R,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF50-AIF50__12,42,0,0.0,0.0,True
HF,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF50-AIF50__12,0,24,0.0,1e-06,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF50-AIF50__12,0,1,1.0,1.0,False
overall,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF67-AIF33__14,26,31,0.596242,0.758821,False
HR,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF67-AIF33__14,1,1,1.0,1.0,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF67-AIF33__14,25,1,6e-06,2.3e-05,True
HF,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF67-AIF33__14,0,29,0.0,1e-06,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR100-AIR0-HF67-AIF33__14,0,0,1.0,1.0,False
overall,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF0-AIF100__6,35,5,5e-06,1.6e-05,True
HR,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF0-AIF100__6,0,1,1.0,1.0,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF0-AIF100__6,0,4,0.125,0.196441,False
HF,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF0-AIF100__6,33,0,0.0,0.0,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF0-AIF100__6,2,0,0.5,0.648479,False
overall,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF100-AIF0__8,89,29,0.0,0.0,True
HR,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF100-AIF0__8,6,0,0.03125,0.056173,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF100-AIF0__8,2,5,0.453125,0.611761,False
HF,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF100-AIF0__8,0,24,0.0,1e-06,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF100-AIF0__8,81,0,0.0,0.0,True
overall,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF100-AIF0__9,89,29,0.0,0.0,True
HR,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF100-AIF0__9,6,0,0.03125,0.056173,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF100-AIF0__9,2,5,0.453125,0.611761,False
HF,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF100-AIF0__9,0,24,0.0,1e-06,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF100-AIF0__9,81,0,0.0,0.0,True
overall,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF33-AIF67__6,23,28,0.575403,0.736611,False
HR,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF33-AIF67__6,8,1,0.039062,0.068297,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF33-AIF67__6,15,2,0.00235,0.005478,True
HF,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF33-AIF67__6,0,24,0.0,1e-06,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF33-AIF67__6,0,1,1.0,1.0,False
overall,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF50-AIF50__7,8,32,0.000276,0.000738,True
HR,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF50-AIF50__7,5,1,0.21875,0.329033,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF50-AIF50__7,0,4,0.125,0.196441,False
HF,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF50-AIF50__7,3,27,2.7e-05,8.5e-05,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR50-AIR50-HF50-AIF50__7,0,0,1.0,1.0,False
overall,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF0-AIF100__4,33,5,1.2e-05,4e-05,True
HR,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF0-AIF100__4,0,1,1.0,1.0,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF0-AIF100__4,2,4,0.6875,0.846723,False
HF,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF0-AIF100__4,30,0,0.0,1e-06,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF0-AIF100__4,1,0,1.0,1.0,False
overall,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF100-AIF0__10,71,16,0.0,0.0,True
HR,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF100-AIF0__10,6,0,0.03125,0.056173,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF100-AIF0__10,9,1,0.021484,0.040704,True
HF,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF100-AIF0__10,0,15,6.1e-05,0.00018,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF100-AIF0__10,56,0,0.0,0.0,True
overall,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF33-AIF67__4,9,21,0.04461,0.077559,False
HR,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF33-AIF67__4,2,1,1.0,1.0,False
AI-R,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF33-AIF67__4,3,3,1.0,1.0,False
HF,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF33-AIF67__4,2,17,0.000729,0.001828,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF33-AIF67__4,2,0,0.5,0.648479,False
overall,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF50-AIF50__4,16,33,0.022271,0.041862,True
HR,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF50-AIF50__4,7,0,0.015625,0.030155,True
AI-R,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF50-AIF50__4,9,3,0.145996,0.227302,False
HF,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF50-AIF50__4,0,30,0.0,1e-06,True
AI-F,bert__HR100-AIR0-HF33-AIF67__11,distilbert__HR67-AIR33-HF50-AIF50__4,0,0,1.0,1.0,False
